,State,County,GroceryStores,SupercentersClubStores,ConvenienceStores,SpecializedFoodStores,FastFoodRestaurants,FullServiceRestaurants
1246,MI,Cheboygan,7,1,22,8,12,35
1247,MI,Chippewa,13,0,24,4,23,33
1248,MI,Clare,11,0,27,2,19,21
1249,MI,Clinton,6,2,26,3,31,35
1250,MI,Crawford,2,0,14,0,10,11
1251,MI,Delta,15,1,21,5,27,31
1252,MI,Dickinson,6,1,16,3,23,17
1253,MI,Eaton,14,5,37,4,70,70
1254,MI,Emmet,18,1,23,7,28,51
1255,MI,Genesee,103,9,189,27,266,231
1256,MI,Gladwin,4,0,22,3,8,16
1257,MI,Gogebic,4,1,11,1,11,21
1258,MI,Grand Traverse,22,2,31,17,60,93
1259,MI,Gratiot,9,0,23,3,16,22
1260,MI,Hillsdale,7,1,24,5,19,34
1261,MI,Houghton,10,1,20,2,23,38
1262,MI,Huron,9,1,31,6,26,38
1263,MI,Ingham,52,6,113,14,228,201
1264,MI,Ionia,10,2,25,3,26,29
1265,MI,Iosco,8,1,17,1,18,26
1266,MI,Iron,3,0,14,2,6,15
1267,MI,Isabella,8,3,35,2,38,43
1268,MI,Jackson,24,4,80,11,92,91
1269,MI,Kalamazoo,45,7,100,15,182,189
1270,MI,Kalkaska,6,0,11,1,7,9
1271,MI,Kent,123,19,182,69,395,382
1272,MI,Keweenaw,1,0,1,0,0,7
1273,MI,Lake,2,0,10,1,3,17
1274,MI,Lapeer,12,2,38,2,35,45
1275,MI,Leelanau,11,0,10,9,8,37
1276,MI,Lenawee,19,2,40,7,59,69
1277,MI,Livingston,24,7,51,11,91,98
1278,MI,Luce,6,0,4,0,2,9
1279,MI,Mackinac,6,0,14,4,13,32
1280,MI,Macomb,150,17,322,92,526,596
1281,MI,Manistee,11,0,17,3,9,31
1282,MI,Marquette,15,1,36,6,51,47
1283,MI,Mason,6,2,17,2,17,28
1284,MI,Mecosta,8,2,26,1,25,33
1285,MI,Menominee,5,0,8,1,11,20
1286,MI,Midland,13,2,40,4,50,43
1287,MI,Missaukee,3,0,6,2,6,8
1288,MI,Monroe,22,1,48,9,96,83
1289,MI,Montcalm,15,2,36,2,24,36
1290,MI,Montmorency,4,0,8,0,3,12
1291,MI,Muskegon,26,6,73,18,107,106
1292,MI,Newaygo,8,1,26,5,25,27
1293,MI,Oakland,267,24,433,120,937,1016
1294,MI,Oceana,9,0,21,6,7,25
1295,MI,Ogemaw,6,1,13,1,15,23
1296,MI,Ontonagon,4,0,7,0,0,12
1297,MI,Osceola,8,0,11,0,8,22
1298,MI,Oscoda,3,0,8,0,3,8
1299,MI,Otsego,5,2,24,3,20,24
1300,MI,Ottawa,37,7,69,26,144,121
1301,MI,Presque Isle,5,0,9,1,7,17
1302,MI,Roscommon,6,1,21,4,14,29
1303,MI,Saginaw,46,6,94,19,141,90
1304,MI,St. Clair,28,5,70,4,78,117
1305,MI,St. Joseph,16,3,31,6,29,45
1306,MI,Sanilac,10,1,29,2,15,28
1307,MI,Schoolcraft,4,0,9,1,8,11
1308,MI,Shiawassee,12,2,30,1,41,37
1309,MI,Tuscola,9,1,29,1,17,25
1310,MI,Van Buren,17,1,55,5,41,60
1311,MI,Washtenaw,61,5,93,38,233,260
1312,MI,Wayne,464,19,856,192,1206,1028
1313,MI,Wexford,8,2,21,0,25,26
1314,MN,Aitkin,3,0,16,0,7,22
1315,MN,Anoka,34,5,106,14,194,136
1316,MN,Becker,4,1,23,2,19,25
1317,MN,Beltrami,7,1,26,6,18,34
1318,MN,Benton,6,0,17,4,18,19
1319,MN,Big Stone,3,0,2,1,1,11
1320,MN,Blue Earth,8,2,25,8,50,57
1321,MN,Brown,6,1,10,2,15,20
1322,MN,Carlton,5,1,22,1,13,22
1323,MN,Carver,8,1,27,5,47,45
1324,MN,Cass,9,0,22,3,7,43
1325,MN,Chippewa,5,1,7,0,8,9
1326,MN,Chisago,6,0,28,3,28,29
1327,MN,Clay,6,0,20,2,30,25
1328,MN,Clearwater,4,0,6,0,2,10
1329,MN,Cook,5,0,6,1,4,16
1330,MN,Cottonwood,6,0,7,0,8,5
1331,MN,Crow Wing,14,1,32,8,42,66
1332,MN,Dakota,41,7,122,32,250,199
1333,MN,Dodge,3,0,6,1,6,11
1334,MN,Douglas,6,1,26,3,30,43
1335,MN,Faribault,7,0,8,1,7,14
1336,MN,Fillmore,7,0,10,1,11,25
1337,MN,Freeborn,4,1,9,6,24,26
1338,MN,Goodhue,10,1,25,7,36,36
1339,MN,Grant,3,0,5,0,2,4
1340,MN,Hennepin,221,15,352,100,894,802
1341,MN,Houston,4,0,9,2,5,20
1342,MN,Hubbard,4,1,19,5,7,22
1343,MN,Isanti,4,1,13,2,14,23
1344,MN,Itasca,7,0,38,1,15,40
1345,MN,Jackson,2,0,6,1,3,7
1346,MN,Kanabec,1,0,6,0,7,15
1347,MN,Kandiyohi,8,1,21,4,24,25
1348,MN,Kittson,3,0,4,2,2,3
1349,MN,Koochiching,6,0,15,0,8,18
1350,MN,Lac qui Parle,2,0,2,1,2,5
1351,MN,Lake,2,0,7,5,7,17
1352,MN,Lake of the Woods,2,0,3,0,4,4
1353,MN,Le Sueur,6,0,14,3,6,16
1354,MN,Lincoln,5,0,5,1,5,5
1355,MN,Lyon,8,1,8,2,20,19
1356,MN,McLeod,5,1,20,6,26,18
1357,MN,Mahnomen,2,0,6,0,1,4
1358,MN,Marshall,6,0,3,0,2,10
1359,MN,Martin,4,1,12,2,17,16
1360,MN,Meeker,4,1,13,2,9,14
1361,MN,Mille Lacs,8,0,21,2,11,25
1362,MN,Morrison,10,1,16,5,15,25
1363,MN,Mower,9,1,20,4,25,27
1364,MN,Murray,3,0,8,0,3,10
1365,MN,Nicollet,5,0,10,2,19,16
1366,MN,Nobles,5,1,9,4,12,16
1367,MN,Norman,4,0,3,1,2,5
1368,MN,Olmsted,26,5,47,4,92,82
1369,MN,Otter Tail,11,0,38,4,29,49
1370,MN,Pennington,3,1,8,1,7,15
1371,MN,Pine,4,1,25,0,9,19
1372,MN,Pipestone,5,0,7,3,6,6
1373,MN,Polk,7,1,14,1,19,23
1374,MN,Pope,3,0,8,3,4,13
1375,MN,Ramsey,97,5,154,47,363,335
1376,MN,Red Lake,3,0,1,0,2,6
1377,MN,Redwood,5,0,7,0,10,8
1378,MN,Renville,6,0,9,1,6,15
1379,MN,Rice,6,1,24,6,33,30
1380,MN,Rock,1,0,5,0,7,4
1381,MN,Roseau,5,0,11,0,7,15
1382,MN,St. Louis,36,2,107,13,109,170
1383,MN,Scott,12,3,34,14,59,55
1384,MN,Sherburne,6,1,27,8,47,36
1385,MN,Sibley,4,0,8,3,6,8
1386,MN,Stearns,35,2,52,13,109,113
1387,MN,Steele,8,1,14,3,21,23
1388,MN,Stevens,5,0,4,0,6,11
1389,MN,Swift,4,0,6,2,6,11
1390,MN,Todd,9,0,11,2,9,17
1391,MN,Traverse,2,0,2,0,2,2
1392,MN,Wabasha,4,0,13,2,9,24
1393,MN,Wadena,5,1,10,0,9,13
1394,MN,Waseca,3,1,8,3,9,12
1395,MN,Washington,21,2,50,15,113,144
1396,MN,Watonwan,5,0,5,1,6,12
1397,MN,Wilkin,0,0,4,0,2,5
1398,MN,Winona,9,1,20,5,31,38
1399,MN,Wright,11,3,44,17,63,70
1400,MN,Yellow Medicine,5,0,9,1,6,5
1401,MS,Adams,4,1,24,3,22,23
1402,MS,Alcorn,6,1,23,1,26,29
1403,MS,Amite,2,0,9,0,3,0
1404,MS,Attala,4,1,14,0,9,8
1405,MS,Benton,1,0,7,1,0,1
1406,MS,Bolivar,11,1,23,1,15,24
1407,MS,Calhoun,4,0,10,1,6,6
1408,MS,Carroll,1,0,5,0,3,6
1409,MS,Chickasaw,3,0,11,0,9,8
1410,MS,Choctaw,5,0,4,0,4,4
1411,MS,Claiborne,2,0,7,0,6,2
1412,MS,Clarke,4,0,15,1,3,6
1413,MS,Clay,6,0,22,1,9,15
1414,MS,Coahoma,8,1,21,2,15,13
1415,MS,Copiah,6,0,20,0,13,10
1416,MS,Covington,5,0,12,3,9,8
1417,MS,DeSoto,18,4,67,6,105,108
1418,MS,Forrest,13,2,64,4,71,45
1419,MS,Franklin,2,0,6,0,2,3
1420,MS,George,2,1,18,1,9,13
1421,MS,Greene,4,0,8,0,1,2
1422,MS,Grenada,4,1,19,1,20,15
1423,MS,Hancock,4,1,20,1,24,28
1424,MS,Harrison,20,4,88,11,136,129
1425,MS,Hinds,36,3,146,4,178,110
1426,MS,Holmes,6,0,15,1,6,4
1427,MS,Humphreys,3,0,9,0,3,3
1428,MS,Issaquena,0,0,0,0,0,0
1429,MS,Itawamba,5,1,12,0,11,12
1430,MS,Jackson,24,2,77,8,88,86
1431,MS,Jasper,3,0,11,0,5,4
1432,MS,Jefferson,1,0,5,0,1,0
1433,MS,Jefferson Davis,3,0,10,0,5,4
1434,MS,Jones,11,1,44,1,56,27
1435,MS,Kemper,1,0,8,0,1,2
1436,MS,Lafayette,4,1,23,7,36,51
1437,MS,Lamar,10,2,20,8,52,37
1438,MS,Lauderdale,15,3,69,2,63,53
1439,MS,Lawrence,5,0,13,0,8,4
1440,MS,Leake,2,1,18,0,12,6
1441,MS,Lee,16,3,73,6,85,66
1442,MS,Leflore,10,1,32,2,16,18
1443,MS,Lincoln,3,1,23,1,28,12
1444,MS,Lowndes,11,1,45,3,35,39
1445,MS,Madison,13,2,56,8,89,64
1446,MS,Marion,5,1,18,2,24,10
1447,MS,Marshall,9,1,29,0,8,12
1448,MS,Monroe,9,1,14,1,15,27
1449,MS,Montgomery,2,0,15,0,11,8
1450,MS,Neshoba,3,1,24,0,21,9
1451,MS,Newton,5,1,17,0,13,4
1452,MS,Noxubee,3,0,8,0,4,0
1453,MS,Oktibbeha,2,1,30,1,35,37
1454,MS,Panola,4,1,45,1,22,15
1455,MS,Pearl River,8,1,31,0,34,20
1456,MS,Perry,3,0,12,0,2,2
1457,MS,Pike,9,1,44,3,30,21
1458,MS,Pontotoc,6,1,17,1,13,13
1459,MS,Prentiss,8,0,14,0,13,9
1460,MS,Quitman,3,0,3,0,3,2
1461,MS,Rankin,12,4,74,4,111,72
1462,MS,Scott,9,1,23,1,21,9
1463,MS,Sharkey,2,0,7,0,3,0
1464,MS,Simpson,5,1,16,0,12,12
1465,MS,Smith,5,0,8,1,6,3
1466,MS,Stone,3,1,13,1,10,11
1467,MS,Sunflower,9,1,22,0,11,7
1468,MS,Tallahatchie,2,0,12,0,6,2
1469,MS,Tate,3,1,20,1,13,8
1470,MS,Tippah,6,0,13,0,7,8
1471,MS,Tishomingo,11,0,12,0,9,16
1472,MS,Tunica,1,0,19,0,12,5
1473,MS,Union,3,1,17,0,13,8
1474,MS,Walthall,3,0,8,0,7,7
1475,MS,Warren,5,1,40,3,39,27
1476,MS,Washington,11,1,48,3,26,25
1477,MS,Wayne,4,1,17,2,11,13
1478,MS,Webster,3,0,11,0,3,4
1479,MS,Wilkinson,4,0,7,1,2,0
1480,MS,Winston,4,1,18,0,10,10
1481,MS,Yalobusha,2,0,11,0,6,6
1482,MS,Yazoo,3,0,21,0,11,9
1483,MO,Adair,3,1,14,1,20,20
1484,MO,Andrew,3,0,12,1,7,4
1485,MO,Atchison,4,0,4,1,2,4
1486,MO,Audrain,4,1,17,0,13,14
1487,MO,Barry,7,2,24,0,13,28
1488,MO,Barton,2,1,8,0,7,6
1489,MO,Bates,4,0,11,1,9,12
1490,MO,Benton,4,1,12,1,4,26
1491,MO,Bollinger,2,0,8,1,2,6
1492,MO,Boone,26,4,65,10,122,158
1493,MO,Buchanan,14,3,38,6,73,62
1494,MO,Butler,12,1,31,1,26,25
1495,MO,Caldwell,5,0,6,0,4,7
1496,MO,Callaway,5,1,26,0,22,23
1497,MO,Camden,8,2,36,7,29,95
1498,MO,Cape Girardeau,10,3,42,6,56,73
1499,MO,Carroll,2,0,7,1,4,7
1500,MO,Carter,5,0,2,0,3,3
1501,MO,Cass,13,2,42,4,51,60
1502,MO,Cedar,3,0,9,0,8,12
1503,MO,Chariton,3,0,6,0,2,7
1504,MO,Christian,8,2,33,3,40,41
1505,MO,Clark,2,0,8,0,2,4
1506,MO,Clay,32,4,55,11,155,142
1507,MO,Clinton,2,0,10,2,5,11
1508,MO,Cole,11,2,38,7,54,54
1509,MO,Cooper,3,0,14,1,15,12
1510,MO,Crawford,3,0,13,0,10,15
1511,MO,Dade,1,0,8,1,5,7
1512,MO,Dallas,3,0,13,1,9,7
1513,MO,Daviess,3,0,5,1,2,5
1514,MO,DeKalb,3,1,5,0,3,3
1515,MO,Dent,5,1,8,1,7,7
1516,MO,Douglas,2,1,10,1,4,10
1517,MO,Dunklin,14,1,23,1,17,26
1518,MO,Franklin,18,3,49,5,56,63
1519,MO,Gasconade,7,1,11,0,9,19
1520,MO,Gentry,3,0,7,0,6,5
1521,MO,Greene,36,7,120,12,239,219
1522,MO,Grundy,5,0,5,0,5,6
1523,MO,Harrison,4,1,9,2,5,9
1524,MO,Henry,3,1,21,1,13,28
1525,MO,Hickory,1,0,2,0,1,10
1526,MO,Holt,2,0,7,0,5,3
1527,MO,Howard,3,0,4,1,2,7
1528,MO,Howell,9,1,31,1,27,28
1529,MO,Iron,4,0,11,0,1,7
1530,MO,Jackson,98,11,235,42,502,457
1531,MO,Jasper,11,5,67,6,98,100
1532,MO,Jefferson,26,2,88,7,118,95
1533,MO,Johnson,5,1,24,2,32,35
1534,MO,Knox,1,0,2,0,0,4
1535,MO,Laclede,8,1,27,1,19,29
1536,MO,Lafayette,7,0,19,3,21,23
1537,MO,Lawrence,8,0,27,0,18,27
1538,MO,Lewis,2,0,9,1,0,13
1539,MO,Lincoln,5,1,24,3,19,24
1540,MO,Linn,2,1,7,1,6,7
1541,MO,Livingston,3,1,8,0,4,13
1542,MO,McDonald,4,1,18,1,5,11
1543,MO,Macon,3,0,14,1,8,13
1544,MO,Madison,2,1,9,0,7,9
1545,MO,Maries,2,0,7,0,2,8
1546,MO,Marion,7,1,28,0,23,25
1547,MO,Mercer,1,0,2,0,1,6
1548,MO,Miller,6,0,20,0,16,24
1549,MO,Mississippi,6,0,8,0,7,10
1550,MO,Moniteau,3,0,10,0,8,10
1551,MO,Monroe,2,0,6,0,2,10
1552,MO,Montgomery,6,0,5,0,4,8
1553,MO,Morgan,8,1,14,1,3,30
1554,MO,New Madrid,6,1,13,0,10,14
1555,MO,Newton,7,1,36,3,29,32
1556,MO,Nodaway,1,1,8,1,13,13
1557,MO,Oregon,4,0,7,0,3,6
1558,MO,Osage,4,0,9,0,2,14
1559,MO,Ozark,3,0,7,0,4,6
1560,MO,Pemiscot,7,0,10,2,6,13
1561,MO,Perry,3,1,14,1,12,16
1562,MO,Pettis,9,1,22,2,30,31
1563,MO,Phelps,8,1,27,0,29,31
1564,MO,Pike,5,0,16,0,7,12
1565,MO,Platte,12,1,21,6,66,71
1566,MO,Polk,4,1,15,0,14,15
1567,MO,Pulaski,6,1,25,3,20,34
1568,MO,Putnam,2,0,3,0,4,1
1569,MO,Ralls,3,0,9,0,1,4
1570,MO,Randolph,3,1,12,1,11,17
1571,MO,Ray,3,1,14,0,9,10
1572,MO,Reynolds,2,0,6,0,1,2
1573,MO,Ripley,2,0,9,0,7,1
1574,MO,St. Charles,40,4,103,25,250,252
1575,MO,St. Clair,6,0,7,1,1,9
1576,MO,Ste. Genevieve,3,0,13,2,7,14
1577,MO,St. Francois,10,2,38,2,41,35
1578,MO,St. Louis County,182,8,334,77,815,718
1579,MO,Saline,6,1,18,0,15,14
1580,MO,Schuyler,4,0,5,1,2,1
1581,MO,Scotland,2,0,2,0,1,6
1582,MO,Scott,14,0,29,1,19,32
1583,MO,Shannon,3,0,4,0,0,8
1584,MO,Shelby,2,0,5,0,1,7
1585,MO,Stoddard,7,1,23,0,12,16
1586,MO,Stone,6,1,20,1,12,32
1587,MO,Sullivan,3,0,3,0,2,5
1588,MO,Taney,13,1,37,7,48,78
1589,MO,Texas,7,1,16,0,9,17
1590,MO,Vernon,2,1,11,2,13,17
1591,MO,Warren,4,1,11,2,10,17
1592,MO,Washington,3,1,10,1,8,7
1593,MO,Wayne,4,0,12,0,4,8
1594,MO,Webster,6,1,20,1,13,16
1595,MO,Worth,1,0,2,0,1,2
1596,MO,Wright,6,1,13,1,9,9
1597,MO,St. Louis City,115,0,125,27,296,345
1598,MT,Beaverhead,3,0,8,0,7,17
1599,MT,Big Horn,3,0,14,0,4,7
1600,MT,Blaine,4,0,4,1,3,4
1601,MT,Broadwater,1,0,2,1,1,6
1602,MT,Carbon,3,0,3,0,5,13
1603,MT,Carter,1,0,3,0,0,0
1604,MT,Cascade,13,2,26,11,72,73
1605,MT,Chouteau,3,0,1,1,2,3
1606,MT,Custer,2,1,4,0,8,12
1607,MT,Daniels,2,0,1,0,2,2
1608,MT,Dawson,3,0,6,1,6,6
1609,MT,Deer Lodge,3,0,5,0,4,8
1610,MT,Fallon,1,0,3,0,2,5
1611,MT,Fergus,10,0,5,1,7,17
1612,MT,Flathead,14,1,43,10,75,98
1613,MT,Gallatin,19,2,35,8,83,121
1614,MT,Garfield,1,0,2,0,0,1
1615,MT,Glacier,5,0,6,1,7,14
1616,MT,Golden Valley,0,0,1,0,0,0
1617,MT,Granite,2,0,3,1,4,3
1618,MT,Hill,1,1,9,2,15,13
1619,MT,Jefferson,3,0,4,0,5,13
1620,MT,Judith Basin,3,0,0,0,0,3
1621,MT,Lake,8,0,16,1,20,26
1622,MT,Lewis and Clark,10,2,19,3,45,60
1623,MT,Liberty,2,0,0,0,1,2
1624,MT,Lincoln,8,0,10,0,12,20
1625,MT,McCone,1,0,1,0,3,1
1626,MT,Madison,3,0,6,2,4,23
1627,MT,Meagher,2,0,1,0,3,6
1628,MT,Mineral,3,0,4,1,2,5
1629,MT,Missoula,21,2,41,10,79,86
1630,MT,Musselshell,2,0,3,1,2,3
1631,MT,Park,5,0,10,2,11,34
1632,MT,Petroleum,1,0,0,0,0,1
1633,MT,Phillips,2,0,3,0,0,4
1634,MT,Pondera,2,0,5,2,3,6
1635,MT,Powder River,1,0,1,0,3,2
1636,MT,Powell,2,0,2,0,3,9
1637,MT,Prairie,1,0,1,0,1,3
1638,MT,Ravalli,12,0,18,3,23,39
1639,MT,Richland,3,0,4,1,10,8
1640,MT,Roosevelt,5,0,8,0,4,7
1641,MT,Rosebud,5,0,4,0,4,10
1642,MT,Sanders,7,0,8,2,7,13
1643,MT,Sheridan,2,0,2,0,2,7
1644,MT,Silver Bow,6,1,12,5,35,41
1645,MT,Stillwater,3,0,6,1,2,9
1646,MT,Sweet Grass,1,0,3,0,1,6
1647,MT,Teton,2,0,4,0,0,6
1648,MT,Toole,3,0,0,0,2,10
1649,MT,Treasure,0,0,0,0,0,2
1650,MT,Valley,3,0,4,1,8,9
1651,MT,Wheatland,2,0,1,0,1,2
1652,MT,Wibaux,1,0,2,0,1,2
1653,MT,Yellowstone,19,4,71,13,116,110
1654,NE,Adams,8,1,12,2,28,20
1655,NE,Antelope,5,0,7,0,3,6
1656,NE,Arthur,1,0,0,0,0,1
1657,NE,Banner,0,0,0,0,0,0
1658,NE,Blaine,0,0,1,0,0,1
1659,NE,Boone,4,0,6,1,2,5
1660,NE,Box Butte,4,0,6,0,5,13
1661,NE,Boyd,3,0,1,0,0,3
1662,NE,Brown,3,0,4,0,0,4
1663,NE,Buffalo,7,1,29,4,40,36
1664,NE,Burt,2,0,4,0,2,9
1665,NE,Butler,2,0,4,1,1,6
1666,NE,Cass,6,0,14,0,14,13
1667,NE,Cedar,4,0,6,3,2,7
1668,NE,Chase,3,0,2,0,2,5
1669,NE,Cherry,3,0,7,0,4,6
1670,NE,Cheyenne,3,1,6,0,7,11
1671,NE,Clay,6,0,2,0,1,5
1672,NE,Colfax,5,0,4,3,3,13
1673,NE,Cuming,4,0,9,0,7,11
1674,NE,Custer,8,0,7,1,2,11
1675,NE,Dakota,5,1,7,0,14,11
1676,NE,Dawes,2,1,7,0,6,8
1677,NE,Dawson,5,1,12,1,18,21
1678,NE,Deuel,1,0,3,0,0,3
1679,NE,Dixon,2,0,2,0,1,6
1680,NE,Dodge,7,1,20,3,28,27
1681,NE,Douglas,86,10,161,44,379,390
1682,NE,Dundy,1,0,0,0,1,3
1683,NE,Fillmore,6,0,4,1,4,8
1684,NE,Franklin,2,0,4,1,0,2
1685,NE,Frontier,4,0,1,0,0,2
1686,NE,Furnas,4,0,5,0,2,4
1687,NE,Gage,4,1,12,4,12,14
1688,NE,Garden,1,0,2,0,1,1
1689,NE,Garfield,2,0,3,0,1,4
1690,NE,Gosper,2,0,1,0,0,1
1691,NE,Grant,1,0,1,0,0,1
1692,NE,Greeley,3,0,1,0,0,1
1693,NE,Hall,10,3,28,5,40,46
1694,NE,Hamilton,2,0,4,1,2,4
1695,NE,Harlan,1,0,2,0,2,6
1696,NE,Hayes,1,0,0,0,1,0
1697,NE,Hitchcock,2,0,3,0,0,4
1698,NE,Holt,9,0,12,0,5,12
1699,NE,Hooker,1,0,0,0,1,1
1700,NE,Howard,3,0,5,1,1,5
1701,NE,Jefferson,2,1,3,1,4,9
1702,NE,Johnson,3,0,3,0,0,6
1703,NE,Kearney,3,0,2,0,3,2
1704,NE,Keith,3,0,10,1,9,13
1705,NE,Keya Paha,1,0,1,0,0,1
1706,NE,Kimball,1,0,3,0,2,5
1707,NE,Knox,6,0,9,0,0,10
1708,NE,Lancaster,38,5,101,19,245,164
1709,NE,Lincoln,7,1,24,4,25,23
1710,NE,Logan,1,0,1,0,1,0
1711,NE,Loup,0,0,1,0,0,0
1712,NE,McPherson,1,0,0,0,0,2
1713,NE,Madison,7,1,15,3,31,22
1714,NE,Merrick,2,0,7,0,6,4
1715,NE,Morrill,3,0,3,0,7,3
1716,NE,Nance,2,0,4,0,1,3
1717,NE,Nemaha,4,0,5,1,5,8
1718,NE,Nuckolls,2,0,3,0,0,5
1719,NE,Otoe,4,1,12,1,9,12
1720,NE,Pawnee,2,0,1,0,2,0
1721,NE,Perkins,1,0,3,0,0,2
1722,NE,Phelps,3,0,5,0,8,6
1723,NE,Pierce,5,0,6,0,2,2
1724,NE,Platte,6,1,21,3,21,17
1725,NE,Polk,4,0,3,0,1,5
1726,NE,Red Willow,2,1,3,3,10,6
1727,NE,Richardson,2,0,5,0,5,7
1728,NE,Rock,1,0,1,0,0,3
1729,NE,Saline,7,1,7,3,7,9
1730,NE,Sarpy,14,3,48,7,91,69
1731,NE,Saunders,6,0,13,3,8,16
1732,NE,Scotts Bluff,6,1,14,2,30,40
1733,NE,Seward,5,1,13,4,9,6
1734,NE,Sheridan,5,0,4,0,3,5
1735,NE,Sherman,2,0,1,0,0,4
1736,NE,Sioux,0,0,0,0,0,0
1737,NE,Stanton,1,0,2,0,1,5
1738,NE,Thayer,4,0,4,1,1,8
1739,NE,Thomas,1,0,0,0,0,2
1740,NE,Thurston,1,0,3,1,3,1
1741,NE,Valley,3,0,3,1,4,5
1742,NE,Washington,2,0,7,0,9,16
1743,NE,Wayne,4,0,4,1,9,5
1744,NE,Webster,2,0,4,0,1,3
1745,NE,Wheeler,0,0,2,0,0,3
1746,NE,York,3,1,5,2,13,17
1747,NV,Churchill,2,1,10,1,15,13
1748,NV,Clark,267,26,619,106,1585,1119
1749,NV,Douglas,5,1,19,2,33,49
1750,NV,Elko,10,1,18,1,30,29
1751,NV,Esmeralda,1,0,0,0,0,1
1752,NV,Eureka,2,0,2,0,1,1
1753,NV,Humboldt,4,1,16,0,7,18
1754,NV,Lander,2,0,5,0,1,5
1755,NV,Lincoln,4,0,5,0,2,3
1756,NV,Lyon,5,1,21,1,23,19
1757,NV,Mineral,1,0,4,0,2,4
1758,NV,Nye,7,1,27,0,18,19
1759,NV,Pershing,1,0,5,0,3,5
1760,NV,Storey,0,0,1,2,1,8
1761,NV,Washoe,65,8,150,30,337,299
1762,NV,White Pine,3,0,6,1,3,8
1763,NV,Carson City,12,2,20,5,49,50
1764,NH,Belknap,15,1,41,11,44,81
1765,NH,Carroll,17,0,47,6,49,109
1766,NH,Cheshire,21,0,56,2,41,66
1767,NH,Coos,13,1,32,1,22,36
1768,NH,Grafton,32,3,61,10,65,123
1769,NH,Hillsborough,65,5,164,32,298,308
1770,NH,Merrimack,25,3,80,15,111,107
1771,NH,Rockingham,44,6,151,43,305,273
1772,NH,Strafford,20,2,74,7,83,88
1773,NH,Sullivan,7,1,31,1,21,21
1774,NJ,Atlantic,84,2,78,35,185,305
1775,NJ,Bergen,249,3,211,162,720,740
1776,NJ,Burlington,72,3,110,46,324,234
1777,NJ,Camden,143,1,136,62,383,272
1778,NJ,Cape May,38,0,35,49,178,257
1779,NJ,Cumberland,40,2,51,11,99,77
1780,NJ,Essex,328,0,142,105,505,447
