,State,County,GroceryStores,SupercentersClubStores,ConvenienceStores,SpecializedFoodStores,FastFoodRestaurants,FullServiceRestaurants
2959,WA,Clark,52,13,130,28,243,248
2960,WA,Columbia,2,0,3,1,1,4
2961,WA,Cowlitz,13,1,50,7,59,69
2962,WA,Douglas,9,3,5,4,15,15
2963,WA,Ferry,4,0,7,0,1,5
2964,WA,Franklin,16,1,28,4,43,30
2965,WA,Garfield,1,0,0,0,0,2
2966,WA,Grant,22,2,42,6,50,47
2967,WA,Grays Harbor,33,0,39,8,42,71
2968,WA,Island,17,0,21,6,37,63
2969,WA,Jefferson,8,0,10,6,21,41
2970,WA,King,479,27,563,195,1678,2091
2971,WA,Kitsap,45,4,74,25,157,174
2972,WA,Kittitas,13,2,24,7,46,49
2973,WA,Klickitat,5,0,12,1,5,14
2974,WA,Lewis,29,1,39,4,52,59
2975,WA,Lincoln,4,0,2,0,6,7
2976,WA,Mason,7,2,29,5,27,37
2977,WA,Okanogan,13,1,33,5,18,37
2978,WA,Pacific,13,0,10,5,18,27
2979,WA,Pend Oreille,6,0,6,0,4,14
2980,WA,Pierce,147,18,242,71,509,512
2981,WA,San Juan,13,0,5,0,17,39
2982,WA,Skagit,28,2,54,25,80,115
2983,WA,Skamania,1,0,9,0,2,9
2984,WA,Snohomish,150,13,224,58,524,487
2985,WA,Spokane,80,11,145,48,337,311
2986,WA,Stevens,9,1,14,2,25,26
2987,WA,Thurston,43,6,90,25,177,171
2988,WA,Wahkiakum,1,0,3,0,2,2
2989,WA,Walla Walla,13,2,16,7,34,40
2990,WA,Whatcom,32,3,89,25,121,196
2991,WA,Whitman,10,0,10,1,30,27
2992,WA,Yakima,56,9,95,26,151,122
2993,WV,Barbour,5,0,6,1,5,9
2994,WV,Berkeley,11,2,40,4,53,48
2995,WV,Boone,7,0,23,0,8,9
2996,WV,Braxton,4,0,12,0,8,17
2997,WV,Brooke,5,0,15,2,19,14
2998,WV,Cabell,19,2,53,7,100,80
2999,WV,Calhoun,1,0,6,0,1,4
3000,WV,Clay,1,0,9,0,1,3
3001,WV,Doddridge,1,0,3,0,0,1
3002,WV,Fayette,14,1,30,1,25,34
3003,WV,Gilmer,2,0,6,0,2,4
3004,WV,Grant,2,0,13,0,4,5
3005,WV,Greenbrier,6,1,33,1,26,26
3006,WV,Hampshire,4,0,11,0,8,11
3007,WV,Hancock,9,0,16,1,25,17
3008,WV,Hardy,4,1,13,0,4,10
3009,WV,Harrison,12,2,39,3,49,52
3010,WV,Jackson,4,1,21,0,21,17
3011,WV,Jefferson,9,1,22,0,32,51
3012,WV,Kanawha,43,3,96,9,184,129
3013,WV,Lewis,5,0,15,1,14,10
3014,WV,Lincoln,8,0,11,0,8,9
3015,WV,Logan,13,1,28,0,25,22
3016,WV,McDowell,8,1,21,0,5,5
3017,WV,Marion,10,1,37,3,50,30
3018,WV,Marshall,6,1,14,0,21,9
3019,WV,Mason,6,1,13,0,10,12
3020,WV,Mercer,13,1,33,2,35,43
3021,WV,Mineral,3,1,12,2,15,22
3022,WV,Mingo,6,0,13,1,12,10
3023,WV,Monongalia,13,4,48,4,87,79
3024,WV,Monroe,2,0,9,0,0,9
3025,WV,Morgan,2,0,9,2,7,13
3026,WV,Nicholas,4,1,23,0,15,19
3027,WV,Ohio,11,1,26,5,41,39
3028,WV,Pendleton,2,0,6,0,2,8
3029,WV,Pleasants,1,0,4,0,6,3
3030,WV,Pocahontas,5,0,8,1,1,10
3031,WV,Preston,5,1,21,0,11,11
3032,WV,Putnam,9,1,32,2,54,17
3033,WV,Raleigh,16,3,57,1,56,48
3034,WV,Randolph,8,1,18,2,14,26
3035,WV,Ritchie,4,0,9,1,5,8
3036,WV,Roane,5,1,9,2,4,4
3037,WV,Summers,3,0,10,0,6,4
3038,WV,Taylor,2,1,5,0,10,6
3039,WV,Tucker,2,0,6,0,5,12
3040,WV,Tyler,4,0,8,1,5,1
3041,WV,Upshur,5,1,12,0,12,19
3042,WV,Wayne,8,1,27,1,20,16
3043,WV,Webster,4,0,7,0,3,5
3044,WV,Wetzel,6,1,12,0,17,13
3045,WV,Wirt,2,0,4,0,2,5
3046,WV,Wood,14,3,46,5,78,61
3047,WV,Wyoming,7,0,21,1,8,12
3048,WI,Adams,1,0,10,0,7,19
3049,WI,Ashland,8,1,13,1,11,27
3050,WI,Barron,8,1,22,7,29,47
3051,WI,Bayfield,5,0,13,2,7,33
3052,WI,Brown,29,3,92,19,153,214
3053,WI,Buffalo,4,0,8,1,2,19
3054,WI,Burnett,6,0,11,1,4,24
3055,WI,Calumet,8,2,16,2,18,29
3056,WI,Chippewa,12,1,33,5,26,44
3057,WI,Clark,8,0,16,4,9,27
3058,WI,Columbia,9,2,30,6,30,62
3059,WI,Crawford,6,1,11,3,6,14
3060,WI,Dane,77,4,158,46,391,375
3061,WI,Dodge,11,1,32,10,34,50
3062,WI,Door,11,0,22,18,14,94
3063,WI,Douglas,8,1,22,2,27,45
3064,WI,Dunn,7,1,16,2,18,29
3065,WI,Eau Claire,14,3,43,7,84,77
3066,WI,Florence,1,0,4,0,1,6
3067,WI,Fond du Lac,14,1,45,11,68,72
3068,WI,Forest,2,0,5,0,3,12
3069,WI,Grant,12,1,33,3,22,42
3070,WI,Green,8,0,16,10,17,35
3071,WI,Green Lake,6,0,11,2,5,24
3072,WI,Iowa,3,1,13,0,10,19
3073,WI,Iron,3,0,7,0,3,17
3074,WI,Jackson,3,1,12,1,11,17
3075,WI,Jefferson,15,2,33,5,46,67
3076,WI,Juneau,7,0,21,2,9,25
3077,WI,Kenosha,26,1,67,13,104,108
3078,WI,Kewaunee,5,0,10,5,5,26
3079,WI,La Crosse,13,3,37,5,85,85
3080,WI,Lafayette,4,0,11,1,6,17
3081,WI,Langlade,5,1,19,1,9,32
3082,WI,Lincoln,6,0,19,2,14,31
3083,WI,Manitowoc,10,1,35,8,35,61
3084,WI,Marathon,28,3,45,12,72,103
3085,WI,Marinette,11,0,38,6,23,53
3086,WI,Marquette,2,0,9,0,4,19
3087,WI,Menominee,0,0,3,0,0,0
3088,WI,Milwaukee,198,3,315,57,580,574
3089,WI,Monroe,6,2,26,6,20,27
3090,WI,Oconto,6,0,24,5,14,39
3091,WI,Oneida,7,1,23,7,27,71
3092,WI,Outagamie,25,2,74,18,112,166
3093,WI,Ozaukee,14,1,25,13,53,79
3094,WI,Pepin,2,0,6,3,4,10
3095,WI,Pierce,6,0,18,2,19,27
3096,WI,Polk,13,1,24,3,21,39
3097,WI,Portage,7,1,19,4,37,68
3098,WI,Price,6,0,13,1,8,19
3099,WI,Racine,39,2,78,16,102,124
3100,WI,Richland,5,1,10,1,6,9
3101,WI,Rock,25,3,60,12,99,123
3102,WI,Rusk,3,1,13,1,9,14
3103,WI,St. Croix,9,1,36,7,51,71
3104,WI,Sauk,16,1,39,11,48,79
3105,WI,Sawyer,4,1,16,1,10,49
3106,WI,Shawano,7,1,30,3,12,47
3107,WI,Sheboygan,21,3,44,10,58,99
3108,WI,Taylor,3,1,12,3,6,12
3109,WI,Trempealeau,6,0,19,3,15,27
3110,WI,Vernon,6,1,16,3,8,20
3111,WI,Vilas,9,0,25,3,12,82
3112,WI,Walworth,18,2,53,9,65,108
3113,WI,Washburn,6,0,13,1,7,32
3114,WI,Washington,15,3,48,11,72,84
3115,WI,Waukesha,51,2,110,35,251,274
3116,WI,Waupaca,9,0,33,3,31,53
3117,WI,Waushara,8,0,15,1,10,24
3118,WI,Winnebago,11,2,55,15,101,110
3119,WI,Wood,9,1,31,5,36,58
3120,WY,Albany,2,1,13,4,29,26
3121,WY,Big Horn,3,0,7,0,5,9
3122,WY,Campbell,5,1,17,5,27,21
3123,WY,Carbon,5,0,16,1,9,19
3124,WY,Converse,3,0,6,0,8,14
3125,WY,Crook,4,0,5,0,3,6
3126,WY,Fremont,9,1,23,4,23,33
3127,WY,Goshen,3,0,2,1,8,9
3128,WY,Hot Springs,2,0,3,1,5,7
3129,WY,Johnson,3,0,6,0,7,11
3130,WY,Laramie,11,2,26,3,74,48
3131,WY,Lincoln,7,0,10,1,11,24
3132,WY,Natrona,10,3,33,3,62,56
3133,WY,Niobrara,1,0,2,0,3,1
3134,WY,Park,4,1,22,3,24,30
3135,WY,Platte,3,0,8,0,8,16
3136,WY,Sheridan,7,1,13,4,13,28
3137,WY,Sublette,3,0,9,1,5,13
3138,WY,Sweetwater,5,1,28,2,27,31
3139,WY,Teton,6,0,12,4,25,55
3140,WY,Uinta,3,1,15,3,15,23
3141,WY,Washakie,3,0,5,0,8,14
3142,WY,Weston,4,0,3,0,4,9
